Date,Sac.cfs,SJR.cfs,Month,Year,Sub.group
1927-05-31T00:00:00Z,18184.835330093883,5128.15214362722,5,1927,medhi
1927-06-30T00:00:00Z,12157.92133469494,2628.4874290084394,6,1927,lomed
1927-12-31T00:00:00Z,12840.318370063958,1660.7071046719905,12,1927,lolo
1928-01-31T00:00:00Z,21107.22143208087,2143.20013781846,1,1928,medmed
1928-02-29T00:00:00Z,20501.1009871256,3218.9498741126095,2,1928,medmed
1928-03-31T00:00:00Z,68147.79093492725,7105.100550657864,3,1928,hihi
1928-04-30T00:00:00Z,28853.132666912483,5433.059785931185,4,1928,hihi
1928-05-31T00:00:00Z,14999.54454505646,3326.3826006483455,5,1928,medmed
1928-06-30T00:00:00Z,13417.498933449306,1996.533121719996,6,1928,medmed
1928-12-31T00:00:00Z,11888.076087111744,1536.69820732146,12,1928,lolo
1929-01-31T00:00:00Z,12750.917970156377,1684.6738696214059,1,1929,lolo
1929-02-28T00:00:00Z,18139.065213905324,1956.0128306524134,2,1929,medlo
1929-03-31T00:00:00Z,11686.637965413753,2051.3585462764813,3,1929,lomed
1929-04-30T00:00:00Z,7529.928407524214,2128.2145482690257,4,1929,lomed
1929-05-31T00:00:00Z,7046.944158427348,1555.8973503910854,5,1929,lolo
1929-06-30T00:00:00Z,6159.395965789589,1213.7195814536951,6,1929,lolo
1929-12-31T00:00:00Z,19597.910029057646,1221.6764753229497,12,1929,medlo
1930-01-31T00:00:00Z,27341.25658580336,1738.5790365650528,1,1930,hilo
1930-02-28T00:00:00Z,17836.229919767753,1895.6116291613857,2,1930,medlo
1930-03-31T00:00:00Z,29078.881209402614,2069.3281960273493,3,1930,himed
1930-04-30T00:00:00Z,13832.368273899621,2107.50587566554,4,1930,medmed
1930-05-31T00:00:00Z,10072.174499118899,1662.7301065501676,5,1930,lolo
1930-06-30T00:00:00Z,13542.962353373878,1235.0017755753304,6,1930,medlo
1930-12-31T00:00:00Z,7943.05994794534,1177.8546044942414,12,1930,lolo
1931-01-31T00:00:00Z,12936.768785771219,1750.4523882747567,1,1931,lolo
1931-02-28T00:00:00Z,11772.916343218634,1817.5162634939354,2,1931,lolo
1931-03-31T00:00:00Z,7983.335353759849,1793.380654522178,3,1931,lolo
1931-04-30T00:00:00Z,5356.705948479654,1947.31301419113,4,1931,lolo
1931-05-31T00:00:00Z,7103.001157799269,1350.4679412683224,5,1931,lolo
1931-06-30T00:00:00Z,7209.225644339347,1040.1971636638511,6,1931,lolo
1931-12-31T00:00:00Z,20859.489681150655,3653.7874521856206,12,1931,medmed
1932-01-31T00:00:00Z,23508.200343291825,2106.3001334488995,1,1932,medmed
1932-02-29T00:00:00Z,22387.43282235902,3428.4761896134037,2,1932,medmed
1932-03-31T00:00:00Z,10146.197114315752,2546.8228910754087,3,1932,lomed
1932-04-30T00:00:00Z,9478.551895011415,5970.163189990624,4,1932,lohi
1932-05-31T00:00:00Z,16045.232980039546,4085.7834116898607,5,1932,medmed
1932-06-30T00:00:00Z,6896.563752533428,1944.0343730098957,6,1932,lolo
1932-12-31T00:00:00Z,11424.144627281403,1203.4225432314538,12,1932,lolo
1933-01-31T00:00:00Z,14158.34359367788,2203.0244453515957,1,1933,medmed
1933-02-28T00:00:00Z,14360.6969658969,1908.3587787489557,2,1933,medlo
1933-03-31T00:00:00Z,9755.03007944783,1954.2031972834307,3,1933,lolo
