Date,Sac.cfs,SJR.cfs,Month,Year,OMR,Exports,OMR_group,Sub.group
1928-03-31T00:00:00Z,68147.79093492725,7105.100550657864,3,1928,-3500,7950.737048287072,-3500,hihi
1928-04-30T00:00:00Z,28853.132666912483,5433.059785931185,4,1928,-2252.309450037987,4386.943074916993,-2000,hihi
1928-05-31T00:00:00Z,14999.54454505646,3326.3826006483455,5,1928,-2194.319931622073,3538.597420088653,-2000,medmed
1928-06-30T00:00:00Z,13417.498933449306,1996.533121719996,6,1928,-5000,5343.35418399644,-5000,medmed
1928-12-31T00:00:00Z,11888.076087111744,1536.69820732146,12,1928,-7376.525811582904,8991.296018312294,less than -5500,lolo
1929-01-31T00:00:00Z,12750.917970156377,1684.6738696214059,1,1929,-5000,6384.614130880465,-5000,lolo
1929-03-31T00:00:00Z,11686.637965413753,2051.3585462764813,3,1929,-3654.5048521740173,4964.418722709091,-3500,lomed
1929-05-31T00:00:00Z,7046.944158427348,1555.8973503910854,5,1929,-1981.9191401487208,2208.472267824082,-2000,lolo
1929-06-30T00:00:00Z,6159.395965789589,1213.7195814536951,6,1929,-1754.9149148492008,1466.3612941652839,-2000,lolo
1929-12-31T00:00:00Z,19597.910029057646,1221.6764753229497,12,1929,-5290.322580645161,6406.606279349074,-5000,medlo
1930-01-31T00:00:00Z,27341.25658580336,1738.5790365650528,1,1930,-4516.129032258064,6642.312460560984,-5000,hilo
1930-02-28T00:00:00Z,17836.229919767753,1895.6116291613857,2,1930,-1511.8401937420683,2962.660924345029,-2000,medlo
1930-04-30T00:00:00Z,13832.368273899621,2107.50587566554,4,1930,-2018.1678645419815,2965.729995185167,-2000,medmed
1930-06-30T00:00:00Z,13542.962353373878,1235.0017755753304,6,1930,-5000,4998.027740236033,-5000,medlo
1931-01-31T00:00:00Z,12936.768785771219,1750.4523882747567,1,1931,-4999.999999999999,6958.507209010554,-5000,lolo
1931-02-28T00:00:00Z,11772.916343218634,1817.5162634939354,2,1931,-4652.626403710835,6289.231470265111,-5000,lolo
1931-05-31T00:00:00Z,7103.001157799269,1350.4679412683224,5,1931,-1713.2706785728594,2041.9196290227123,-2000,lolo
1931-06-30T00:00:00Z,7209.225644339347,1040.1971636638511,6,1931,-1690.8876672483657,1091.6330246740708,-2000,lolo
1931-12-31T00:00:00Z,20859.489681150655,3653.7874521856206,12,1931,-5290.322580645161,8538.299927929738,-5000,medmed
1932-01-31T00:00:00Z,23508.200343291825,2106.3001334488995,1,1932,-4516.1290322580635,6036.945865072074,-5000,medmed
1932-03-31T00:00:00Z,10146.197114315752,2546.8228910754087,3,1932,-3234.638039459674,4721.339971206635,-3500,lomed
1932-04-30T00:00:00Z,9478.551895011415,5970.163189990624,4,1932,-2224.9972562149806,3781.96034697527,-2000,lohi
1932-05-31T00:00:00Z,16045.232980039546,4085.7834116898607,5,1932,-1803.4967313795048,3678.7063984942897,-2000,medmed
1932-12-31T00:00:00Z,11424.144627281403,1203.4225432314538,12,1932,-3424.0165057451122,4304.358895929969,-3500,lolo
1933-01-31T00:00:00Z,14158.34359367788,2203.0244453515957,1,1933,-4999.999999999999,7342.9883182411395,-5000,medmed
1933-02-28T00:00:00Z,14360.6969658969,1908.3587787489557,2,1933,-4820.000000000001,6381.4402329460645,-5000,medlo
1933-05-31T00:00:00Z,8173.212758477648,1788.3499609848268,5,1933,-1618.4563278688424,2183.97531974467,-2000,lolo
1933-12-31T00:00:00Z,17552.079394775028,1399.0962618992219,12,1933,-6797.252610704276,8324.841207889156,less than -5500,medlo
1934-01-31T00:00:00Z,18615.78476660607,1686.0202750227506,1,1934,-3645.1612903225805,5119.036644884653,-3500,medlo
1934-03-31T00:00:00Z,12199.805973007995,1759.2426342462575,3,1934,-3964.4335788394033,5042.815042127776,-3500,lolo
1934-05-31T00:00:00Z,7247.696507960681,1338.2817491512797,5,1934,-1987.6589028679691,1958.9434780164786,-2000,lolo
1934-06-30T00:00:00Z,6759.291669579704,1064.1417605714216,6,1934,-1689.5493067502143,1091.633024674073,-2000,lolo
1934-12-31T00:00:00Z,9547.467926885492,1366.9322603198382,12,1934,-3600.0259315197686,4555.956164658178,-3500,lolo
1935-01-31T00:00:00Z,29432.234312910707,2277.803567550905,1,1935,-3645.1612903225805,5612.439560721739,-3500,himed
1935-04-30T00:00:00Z,42920.111880596276,4829.092073541627,4,1935,-3411.0823488245173,4642.80453357411,-3500,hihi
1935-05-31T00:00:00Z,22364.43874008732,3281.9528869517167,5,1935,-2123.0610214459416,3324.540647030613,-2000,medmed
1935-06-30T00:00:00Z,11750.870024178575,2058.82434034268,6,1935,-4999.999999999998,5371.600959540707,-5000,lomed
1936-01-31T00:00:00Z,40145.52556007083,2196.834292537079,1,1936,-3645.161290322581,5878.236706426985,-3500,himed
1936-03-31T00:00:00Z,30033.58227347714,7467.02543404055,3,1936,-3499.9999999999995,7421.494163165555,-3500,hihi
1936-06-30T00:00:00Z,9645.843842990862,2571.8372582519714,6,1936,-3378.9200084974577,4323.033973243501,-3500,lomed
1936-12-31T00:00:00Z,10987.739978168041,1964.0105667589473,12,1936,-3660.0436196225774,5123.035809769532,-3500,lolo
1937-01-31T00:00:00Z,13100.772429877652,2379.2944207308774,1,1937,-5000.000000000002,7401.602503660815,-5000,lomed
1937-06-30T00:00:00Z,13814.501404803677,3224.3581672066152,6,1937,-4999.9999999999945,6320.551179661003,-5000,medmed
1937-12-31T00:00:00Z,59965.64566907157,4991.1888254998175,12,1937,-5290.322580645161,8731.638928955297,-5000,hihi
1938-01-31T00:00:00Z,29085.302493125826,5888.246934252951,1,1938,-4516.1290322580635,7895.08258598682,-5000,hihi
1938-04-30T00:00:00Z,47657.12821629254,17201.540526033303,4,1938,-2424.6445600339557,8788.455260256174,-2000,hihi
1938-06-30T00:00:00Z,10911.279757158476,10009.604555406142,6,1938,-3321.843849950634,7620.620916152653,-3500,lohi
1938-12-31T00:00:00Z,12819.920449785152,1867.975032458972,12,1938,-7457.4930777782465,9045.293445541822,less than -5500,lolo
1939-01-31T00:00:00Z,12498.198482185493,2093.59487437693,1,1939,-3777.812700868256,5422.149448271464,-3500,lomed
1939-02-28T00:00:00Z,12517.44832833698,2427.5384052240242,2,1939,-4819.999999999996,6962.886365475757,-5000,lomed
1939-03-31T00:00:00Z,10701.609503821628,2366.341979323192,3,1939,-3027.5760958195274,4761.444693996162,-3500,lomed
1939-04-30T00:00:00Z,12332.179631748895,2404.838795081597,4,1939,-2132.0361203786906,3236.2646674486755,-2000,lomed
1939-05-31T00:00:00Z,12560.75528133911,1973.8795744434885,5,1939,-2396.6103862388622,2955.2596905863847,-2000,lolo
1939-06-30T00:00:00Z,10089.187889967277,1343.9701002622437,6,1939,-3463.155931642133,3384.189709593123,-3500,lolo
1939-12-31T00:00:00Z,10870.28391694179,1252.8685777406142,12,1939,-1965.286309567915,2504.635076289734,-2000,lolo
1940-01-31T00:00:00Z,32679.253687913173,4732.8646763664,1,1940,-3645.1612903225814,7706.777656137541,-3500,hihi
1940-03-31T00:00:00Z,66646.04318042859,8914.614462937048,3,1940,-3499.9999999999995,8869.905432110862,-3500,hihi
1940-05-31T00:00:00Z,15147.880484530067,5020.882629641016,5,1940,-2094.0056982229726,4180.876121232983,-2000,medhi
1940-06-30T00:00:00Z,12829.163997555774,2556.3132289317055,6,1940,-4879.341556094515,5841.411804437357,-5000,lomed
1940-12-31T00:00:00Z,35881.15054125392,5542.182702116717,12,1940,-5290.322580645161,9606.306858300864,-5000,hihi
1941-01-31T00:00:00Z,65799.33924776345,3622.747581189657,1,1941,-4516.129032258064,7483.740219364909,-5000,himed
1941-03-31T00:00:00Z,63743.498447088714,9854.630282989912,3,1941,-3500,8814.773168876858,-3500,hihi
1941-04-30T00:00:00Z,56882.183563730105,11815.483946580654,4,1941,-3995,9389.678295078169,-3500,hihi
1941-12-31T00:00:00Z,46804.680844301954,3643.5826516027523,12,1941,-5290.322580645161,8147.793384608725,-5000,himed
1942-01-31T00:00:00Z,61173.05789144092,7078.20348801178,1,1942,-4516.129032258065,9725.981911652952,-5000,hihi
1942-03-31T00:00:00Z,24181.56002644178,6817.182100149481,3,1942,-3500,7415.409789328425,-3500,medhi
1942-04-30T00:00:00Z,40272.73389049154,9568.991392105045,4,1942,-3994.9999999999995,7587.776615996188,-3500,hihi
1942-05-31T00:00:00Z,27077.893975763043,8381.075468600533,5,1942,-1527.018603134701,5920.645242413419,-2000,hihi
1942-06-30T00:00:00Z,12641.262568188615,4151.845065784454,6,1942,-4830.74481651833,6595.238475928595,-5000,lohi
1942-12-31T00:00:00Z,25567.142985812286,2774.260334974582,12,1942,-5290.322580645161,7317.155221579087,-5000,himed
1943-01-31T00:00:00Z,64059.53856848752,11907.953420206351,1,1943,-4516.129032258064,11998.432208237438,-5000,hihi
1943-03-31T00:00:00Z,58077.01298404575,17187.29517483822,3,1943,-3019.4732456562942,12625.310523327009,-3500,hihi
1943-06-30T00:00:00Z,13261.640600875677,2901.8770938660527,6,1943,-4693.8027777575335,5804.858175356381,-5000,lomed
1943-12-31T00:00:00Z,10520.303298233872,1634.2686152681792,12,1943,-5101.716796069036,6319.737811700814,-5000,lolo
1944-01-31T00:00:00Z,12747.790479522815,1892.5063024751453,1,1944,-4810.551510098022,6570.97958155991,-5000,lolo
1944-04-30T00:00:00Z,11952.206784632033,2919.6881224796903,4,1944,-1790.1141548717578,2713.6775431465408,-2000,lomed
1944-06-30T00:00:00Z,13444.258121641333,1556.2480032403596,6,1944,-4999.9999999999945,5169.056358859471,-5000,medlo
1944-12-31T00:00:00Z,17706.21649097516,1513.4139945293107,12,1944,-5290.322580645161,6876.12984904943,-5000,medlo
1945-01-31T00:00:00Z,13374.918999600648,1743.775428568819,1,1945,-5000,6262.772520216993,-5000,lolo
1945-03-31T00:00:00Z,21715.151117810285,5632.379274201279,3,1945,-3500,7255.6624756361125,-3500,medhi
1945-04-30T00:00:00Z,11667.142629788386,6718.595302098243,4,1945,-1896.5638259321508,3741.866450886381,-2000,lohi
1945-05-31T00:00:00Z,11827.781292657264,4163.284419940116,5,1945,-2015.5670035543355,3894.9812430606585,-2000,lohi
1945-06-30T00:00:00Z,11839.656392917374,2350.36162555874,6,1945,-5000.000000000001,5503.802390823748,-5000,lomed
1945-12-31T00:00:00Z,55449.29529368669,5797.7586605806955,12,1945,-5290.322580645162,9281.98684564994,-5000,hihi
1946-01-31T00:00:00Z,48027.294504452344,5502.996978384436,1,1946,-4516.129032258064,7571.630144065988,-5000,hihi
1946-03-31T00:00:00Z,22053.14664801292,4898.470011574141,3,1946,-3500,6449.309016539917,-3500,medhi
1946-04-30T00:00:00Z,13153.03794538569,6266.420934707517,4,1946,-2024.6874483854976,3977.5031572427833,-2000,lohi
1946-05-31T00:00:00Z,12372.187780308997,3920.2426566588842,5,1946,-2077.0819417903363,3853.1720021565557,-2000,lomed
1946-06-30T00:00:00Z,12848.859423088532,2264.1779421901924,6,1946,-5000,5464.721261677189,-5000,lomed
1946-12-31T00:00:00Z,15121.77668873164,1554.7270396653419,12,1946,-7357.810411956173,8790.898297960886,less than -5500,medlo
1947-01-31T00:00:00Z,10913.721121211007,1646.6911181756645,1,1947,-5000,6231.680888756752,-5000,lolo
1947-03-31T00:00:00Z,17743.637275520716,2060.1932181097122,3,1947,-4625,6282.664915899055,-5000,medmed
1947-04-30T00:00:00Z,12968.301390200806,2470.07430034669,4,1947,-2350.473090849613,2987.9829065916547,-2000,lomed
1947-05-31T00:00:00Z,11601.023926901824,1970.7867379587203,5,1947,-2378.387748084698,2858.5476759956623,-2000,lolo
1947-12-31T00:00:00Z,7337.312199942003,1262.3544700785437,12,1947,-1658.8370206399702,2235.3003510474637,-2000,lolo
1948-01-31T00:00:00Z,13243.572291594435,1462.556595432633,1,1948,-3645.161290322581,4575.306330321007,-3500,lolo
1948-02-29T00:00:00Z,12802.21100408611,1732.0912032410727,2,1948,-2460.6837525137257,3638.0513197785867,-2000,lolo
1948-04-30T00:00:00Z,26205.209578375452,2462.105657495296,4,1948,-2309.862469481763,3372.2629777677735,-2000,himed
1948-05-31T00:00:00Z,27057.027923007947,1990.5051896050154,5,1948,-2472.6378435132456,3072.4885770509068,-2000,himed
1948-06-30T00:00:00Z,12773.517695786031,1174.3360743900096,6,1948,-4999.999999999997,5114.990407721933,-5000,lolo
1948-12-31T00:00:00Z,12954.160068522637,1190.017427248647,12,1948,-3908.3043847027984,5032.2161300026855,-3500,lolo
1949-01-31T00:00:00Z,11870.511278107422,1495.40308237231,1,1949,-5000,6259.159728207607,-5000,lolo
1949-02-28T00:00:00Z,14584.334844845147,1759.861571191352,2,1949,-4940.000000000001,6521.696889114422,-5000,medlo
1949-03-31T00:00:00Z,42865.06106589667,2205.975091358653,3,1949,-4625,6912.714290719252,-5000,himed
1949-04-30T00:00:00Z,15020.971678019492,2311.7752684807774,4,1949,-2399.773970038484,2904.6271716319575,-2000,medmed
1949-06-30T00:00:00Z,14288.422169433841,1079.7310037934596,6,1949,-4833.3537541813475,4747.265078769307,-5000,medlo
1950-01-31T00:00:00Z,24721.459217866122,1873.3400073705945,1,1950,-3645.1612903225805,5680.217127689526,-3500,medlo
1950-04-30T00:00:00Z,16020.79552701095,2604.06531286476,4,1950,-2432.256377520873,2881.9475059425754,-2000,medmed
1950-06-30T00:00:00Z,14018.0588676867,1388.0189161504659,6,1950,-5000.0000000000055,5072.240455605988,-5000,medlo
1951-01-31T00:00:00Z,58930.92637774886,9864.656111376436,1,1951,-4516.1290322580635,10399.808621517797,-5000,hihi
1951-03-31T00:00:00Z,29815.087407521445,5514.252369780976,3,1951,-3500,6831.526128546978,-3500,hihi
1951-04-30T00:00:00Z,11843.873501893268,6673.895399155301,4,1951,-2408.8289098775267,4654.908202163697,-2000,lohi
1951-05-31T00:00:00Z,11363.76620711162,4183.249750912438,5,1951,-1941.8030717164954,4033.154435523094,-2000,lohi
1951-06-30T00:00:00Z,14400.903239326102,2376.6253634896334,6,1951,-4999.999999999993,5515.712029560806,-5000,medmed
1951-12-31T00:00:00Z,37454.81794661163,2854.5923861639185,12,1951,-5290.322580645161,7860.950619293673,-5000,himed
1952-01-31T00:00:00Z,75869.6130715284,5240.565838538768,1,1952,-4516.129032258064,8739.695126003568,-5000,hihi
1952-03-31T00:00:00Z,60762.303000268585,8763.027463302813,3,1952,-3499.9999999999995,8754.602305306085,-3500,hihi
1952-04-30T00:00:00Z,44054.71005487041,11607.77561228652,4,1952,-3995,9051.161010291911,-3500,hihi
1952-06-30T00:00:00Z,18624.69005183951,7851.715464802036,6,1952,-4999.999999999999,8189.853931987298,-5000,medhi
1952-12-31T00:00:00Z,36623.45521379643,2472.277292344952,12,1952,-5290.322580645161,7680.71077509528,-5000,himed
1953-01-31T00:00:00Z,66159.24152332451,3551.9396444268045,1,1953,-4516.129032258064,7064.915649167242,-5000,himed
1953-03-31T00:00:00Z,19922.14106669523,3342.504844404117,3,1953,-3500,5470.689075518952,-3500,medmed
1953-04-30T00:00:00Z,20751.04363883729,3647.177724822838,4,1953,-1961.546598202839,3236.509584489948,-2000,medmed
1953-05-31T00:00:00Z,18815.415789099592,3174.816663309441,5,1953,-1847.7305211100886,3364.8034803899736,-2000,medmed
1953-06-30T00:00:00Z,17610.020892088236,1975.1212085565703,6,1953,-4999.999999999999,5408.788233410812,-5000,medlo
1953-12-31T00:00:00Z,13074.260838549604,1319.3562511835898,12,1953,-6975.282661230368,8168.852672950773,less than -5500,lolo
1954-01-31T00:00:00Z,26151.561762289453,1717.6078436279593,1,1954,-3645.1612903225805,5019.4987312744515,-3500,hilo
1954-03-31T00:00:00Z,34771.84508593083,2562.134122600446,3,1954,-3499.9999999999995,5511.91106299573,-3500,himed
1954-05-31T00:00:00Z,15810.896495349862,2775.3109981639095,5,1954,-2096.6173093431325,3240.896988778762,-2000,medmed
1954-06-30T00:00:00Z,13754.214476671157,1710.4994445448026,6,1954,-5000,5288.265584890238,-5000,medlo
1954-12-31T00:00:00Z,20320.060037598832,1394.0175088764388,12,1954,-5290.322580645161,6757.47923484937,-5000,medlo
1955-01-31T00:00:00Z,18392.630558622408,1919.886055782954,1,1955,-4516.129032258064,6576.2430445364425,-5000,medlo
1955-03-31T00:00:00Z,10145.236597952426,2056.2661889350265,3,1955,-3123.495809458596,4436.376361269965,-3500,lomed
1955-05-31T00:00:00Z,11327.315938385796,2060.649789483335,5,1955,-2218.358055374249,2973.262614938991,-2000,lomed
1955-06-30T00:00:00Z,15018.107582323655,1304.5155603121814,6,1955,-5000.000000000017,5029.549683747676,-5000,medlo
1955-12-31T00:00:00Z,55105.24122208865,10595.430729089912,12,1955,-5290.322580645161,12886.702783790237,-5000,hihi
1956-03-31T00:00:00Z,36775.34174157753,7915.9295847505,3,1956,-3499.9999999999995,7613.342369268899,-3500,hihi
1956-12-31T00:00:00Z,12557.286070499651,1609.9072361175708,12,1956,-6402.868430079271,7484.469683567666,less than -5500,lolo
1957-01-31T00:00:00Z,12877.229362115135,1823.685077182936,1,1957,-4999.9999999999945,6773.255425358523,-5000,lolo
1957-03-31T00:00:00Z,37818.49384779288,3557.719274766877,3,1957,-3500,5873.316599071621,-3500,himed
1957-04-30T00:00:00Z,12254.378806422203,3732.309160335341,4,1957,-1762.0529486454311,3264.4348534301707,-2000,lomed
1957-05-31T00:00:00Z,21578.622098894506,2906.7273464103464,5,1957,-1834.9026861002144,3205.2216184902118,-2000,medmed
1957-06-30T00:00:00Z,12450.74530675289,1772.6748086028838,6,1957,-5000,5287.375903834005,-5000,lolo
1957-12-31T00:00:00Z,24605.205232342894,1423.6392559049712,12,1957,-5290.322580645161,6633.492993209989,-5000,medlo
1958-01-31T00:00:00Z,35265.548728056114,2765.284802335548,1,1958,-4516.129032258064,7068.498643185771,-5000,himed
1958-03-31T00:00:00Z,70779.93381038353,10178.555369440757,3,1958,-3500,9806.246310780021,-3500,hihi
1958-04-30T00:00:00Z,68933.13073744018,17063.566979937426,4,1958,-1542.8222995984656,9488.95072317486,-2000,hihi
1958-06-30T00:00:00Z,14592.293253618584,5790.827882163757,6,1958,-4999.999999999999,7149.942551713366,-5000,medhi
1958-12-31T00:00:00Z,15640.211140621446,1741.9855106477976,12,1958,-8241.391598399063,9710.67940102465,less than -5500,medlo
1959-01-31T00:00:00Z,25224.65256271228,2732.1187554834555,1,1959,-3645.16129032258,6090.337619556397,-3500,himed
1959-03-31T00:00:00Z,16573.731843828315,2827.2837289426875,3,1959,-3500,5058.069344181572,-3500,medmed
1959-04-30T00:00:00Z,11628.400730005182,3017.3709345958127,4,1959,-2347.4254640162158,3232.993486751071,-2000,lomed
1959-06-30T00:00:00Z,13566.3907528096,1540.8850675444885,6,1959,-5000.000000000004,5136.734557698244,-5000,medlo
1959-12-31T00:00:00Z,8548.845335137725,1271.5122718270861,12,1959,-1797.146850889392,2398.648943634018,-2000,lolo
1960-01-31T00:00:00Z,11915.95722090226,1587.885909832671,1,1960,-4561.324625357592,6309.612666225765,-5000,lolo
1960-04-30T00:00:00Z,16083.804204198463,2138.1392839963382,4,1960,-2101.441394739325,3099.0022040371296,-2000,medmed
1960-05-31T00:00:00Z,9982.006901119035,1616.6443372868423,5,1960,-2254.7805649397155,2447.3329902448713,-2000,lolo
1960-06-30T00:00:00Z,13510.944816405543,1354.143375902771,6,1960,-5000,5052.054071986248,-5000,medlo
1960-12-31T00:00:00Z,17217.180876901235,1180.4366559120554,12,1960,-5290.322580645164,6218.254657701925,-5000,medlo
1961-01-31T00:00:00Z,11314.486373018604,1696.3444976103167,1,1961,-5000.000000000003,6673.83759449713,-5000,lolo
1961-04-30T00:00:00Z,11855.858459824536,2077.5952061210937,4,1961,-1912.5774234339683,2812.349721927537,-2000,lomed
1961-05-31T00:00:00Z,11588.310891998555,1490.4238307247015,5,1961,-2112.801521309309,2363.2371940163657,-2000,lolo
1961-06-30T00:00:00Z,13597.891900909353,1137.1147882309526,6,1961,-4999.999999999998,4968.642947845107,-5000,medlo
1961-12-31T00:00:00Z,15480.783170432658,1624.2154110432045,12,1961,-5290.322580645162,6621.842822952874,-5000,medlo
1962-03-31T00:00:00Z,23156.099980381194,2727.2232750922626,3,1962,-3500,5251.9766965999315,-3500,medmed
1962-05-31T00:00:00Z,14065.812173189239,3535.2458775250484,5,1962,-2359.6124360686385,3971.744990822149,-2000,medmed
1962-06-30T00:00:00Z,13010.141320266093,1922.201785348699,6,1962,-4999.999999999995,5309.647658087804,-5000,lolo
1962-12-31T00:00:00Z,29370.689072912603,1489.6923374876374,12,1962,-5290.322580645161,6423.960583814231,-5000,hilo
1963-01-31T00:00:00Z,17330.2592527452,1688.1973688178302,1,1963,-4516.129032258064,5550.823775343046,-5000,medlo
1963-03-31T00:00:00Z,23840.55605386112,2739.287976172362,3,1963,-3500,5541.210480002814,-3500,medmed
1963-04-30T00:00:00Z,66515.61316047962,6692.775028465439,4,1963,-3487.8738364191386,5634.1929974002505,-3500,hihi
1963-05-31T00:00:00Z,23853.6177548665,5405.351163761277,5,1963,-2474.401348210413,5008.001640029668,-2000,medhi
1963-06-30T00:00:00Z,14791.657559000783,2602.917677510818,6,1963,-5000,6012.1578244641605,-5000,medmed
1963-12-31T00:00:00Z,16082.367584748248,1387.518193940284,12,1963,-10121.513470049984,11427.230472457988,less than -5500,medlo
1964-01-31T00:00:00Z,22530.55396111148,1735.2616503133336,1,1964,-3645.1612903225787,5099.337426943257,-3500,medlo
1964-03-31T00:00:00Z,11109.973019826646,2028.8967263794432,3,1964,-3418.533470610994,4725.9351022247565,-3500,lomed
1964-04-30T00:00:00Z,11827.768397467544,2275.849564126299,4,1964,-2052.8779062880717,3087.21760643259,-2000,lomed
1964-05-31T00:00:00Z,11877.201336334027,1895.33966141939,5,1964,-2339.7171166781445,2832.603945447192,-2000,lolo
1964-06-30T00:00:00Z,14007.49222480732,1318.273186903398,6,1964,-4999.999999999999,5184.926524117776,-5000,medlo
1964-12-31T00:00:00Z,48597.646749787324,2190.743942902551,12,1964,-5290.322580645161,7523.768388266576,-5000,himed
1965-01-31T00:00:00Z,77641.22915621841,7538.112403948655,1,1965,-4516.129032258064,9106.927776224678,-5000,hihi
1965-03-31T00:00:00Z,15018.891913618238,4669.735782141092,3,1965,-3500,6149.609665348464,-3500,medhi
1965-12-31T00:00:00Z,13927.991114117023,3273.7592215989444,12,1965,-9198.147773516761,11877.037055980465,less than -5500,medmed
1966-01-31T00:00:00Z,30240.569326792902,3438.618030494826,1,1966,-3645.1612903225805,5851.704213854669,-3500,himed
1966-03-31T00:00:00Z,22355.650851279326,3541.783931043357,3,1966,-3500,5477.06012115334,-3500,medmed
1966-04-30T00:00:00Z,13651.721404050468,3536.5142082328953,4,1966,-2176.719032513942,3065.885691619824,-2000,medmed
1966-05-31T00:00:00Z,12207.662637332838,2748.6562207766137,5,1966,-2100.375346731126,3264.7637528303067,-2000,lomed
1966-06-30T00:00:00Z,13445.415055057058,1740.4322105311028,6,1966,-4999.999999999999,5231.173886559491,-5000,medlo
1966-12-31T00:00:00Z,36435.42382859821,2793.3785198789833,12,1966,-5290.322580645161,7717.544202915942,-5000,himed
1967-01-31T00:00:00Z,43407.43151903731,2980.807388173072,1,1967,-4516.1290322580635,7301.605514061277,-5000,himed
1967-03-31T00:00:00Z,45982.842358799215,7003.782339479529,3,1967,-3500,7844.850272434388,-3500,hihi
1967-04-30T00:00:00Z,45473.66222579287,13550.479367194916,4,1967,-3577.859962760741,9817.383432000981,-3500,hihi
1967-06-30T00:00:00Z,19131.559350263604,12289.822866497789,6,1967,-4999.999999999999,10521.384753572322,-5000,medhi
1967-12-31T00:00:00Z,13167.917538703243,1780.6047051579972,12,1967,-7615.1960076912865,9370.397668332153,less than -5500,lolo
1968-01-31T00:00:00Z,24269.81249730254,2038.8328093771154,1,1968,-3645.1612903225805,5258.773661490135,-3500,medmed
1968-03-31T00:00:00Z,31462.890235154002,2812.4325501016756,3,1968,-3499.9999999999995,5498.498379385439,-3500,himed
1968-04-30T00:00:00Z,12317.263937086016,2770.7950123386604,4,1968,-2410.757573571212,3582.268521493903,-2000,lomed
1968-06-30T00:00:00Z,14330.3533519754,1473.9187690264484,6,1968,-4999.999999999998,5106.367805448173,-5000,medlo
1968-12-31T00:00:00Z,23742.545273661177,1755.7010307073667,12,1968,-5290.322580645161,7313.3375507694855,-5000,medlo
1969-01-31T00:00:00Z,69509.89028114972,14446.808554839847,1,1969,-4516.129032258064,13686.719294791259,-5000,hihi
