channel_id,channel_number,node,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,1,1,0.999921264,0.999908446,0.999930015,-1,0.999972698,0.999912258,0.999868074,0.999978756,0.999988448,0.999981935,0.999980565,0.99996045
1,2,2,0.999881342,0.999857556,0.999901129,-1,0.99995317,0.999875441,0.999798265,0.999915253,0.999953912,0.999941066,0.999910604,0.9997327
2,3,3,0.999787626,0.9998399,0.999875719,-1,0.999943048,0.999833738,0.999706058,0.999623964,0.999762846,0.999815387,0.999757179,0.999383133
3,4,4,0.998501207,0.999504059,0.999225043,-1,0.999862604,0.999378002,0.99894873,0.997994245,0.997950207,0.998777375,0.998730779,0.99689077
4,5,5,0.998714937,0.997974169,0.999254554,-1,0.999820689,0.999429599,0.999148758,0.997513204,0.996615354,0.998400205,0.997693174,0.994690076
5,6,6,0.996879168,0.997172473,0.998038036,-1,0.99963061,0.998795484,0.998282513,0.994637345,0.99202514,0.996175844,0.994776336,0.988861887
6,7,7,0.996555569,0.996934562,0.997873488,-1,0.999380368,0.998759675,0.998511021,0.993911236,0.99059732,0.995715527,0.993989582,0.984612293
7,8,8,0.80408873,0.880350867,0.877859097,-1,0.871467744,0.91359983,0.923979852,0.654472383,0.512733012,0.736769362,0.545833486,0.340635564
8,9,9,0.801778997,0.875726537,0.875645377,-1,0.873340128,0.912104545,0.922317654,0.654522342,0.517884646,0.739660301,0.558008263,0.364011428
9,10,10,0.810574068,0.888643402,0.885391745,-1,0.882738602,0.919506346,0.929293868,0.651106471,0.522153636,0.745424295,0.563800598,0.375662146
10,11,11,0.815917472,0.896085987,0.891217115,-1,0.887794674,0.924074304,0.93320648,0.650280127,0.527917964,0.749764677,0.569442276,0.385540582
11,12,12,0.826111719,0.910785635,0.901599929,-1,0.894658819,0.932453671,0.940206687,0.6537115,0.544472892,0.756792102,0.578547518,0.398178463
12,13,13,0.830238045,0.916831737,0.905921453,-1,0.897584892,0.935771894,0.943025387,0.656932492,0.555937413,0.760557672,0.585217507,0.40696083
13,14,14,0.83245313,0.919904718,0.908080649,-1,0.898865552,0.93739926,0.944373165,0.663424806,0.572277322,0.763972103,0.595807801,0.419735337
14,15,15,0.834955321,0.923355262,0.910414151,-1,0.900347431,0.939209464,0.945869097,0.669395048,0.586257865,0.76671228,0.604075314,0.429038359
15,16,16,0.842204891,0.929873861,0.915863073,-1,0.905732065,0.942653632,0.949644234,0.689443242,0.620752864,0.772336837,0.62933832,0.461719397
16,17,17,0.999978175,0.999954558,0.999977878,-1,0.999990173,0.99997103,0.999954901,1,0.999999997,0.999999615,0.9999994,1
17,18,18,0.845614117,0.931918333,0.917606164,-1,0.90708197,0.943513897,0.950433464,0.733199758,0.673961659,0.785956399,0.672483993,0.525738222
18,19,19,0.846486004,0.932193387,0.917981435,-1,0.907748332,0.943607011,0.950502355,0.747616092,0.681555926,0.791348332,0.682513737,0.547398495
19,20,20,0.847292159,0.932130418,0.918253301,-1,0.908621024,0.943572343,0.950410658,0.762999863,0.689906922,0.799037904,0.693000074,0.571720824
20,21,21,0.856496817,0.952706132,0.926867601,-1,0.905746786,0.942637011,0.948853049,0.777923517,0.702778223,0.808921611,0.800092156,0.601132078
21,22,22,0.857968629,0.952876675,0.927503752,-1,0.907391139,0.942821956,0.948954843,0.792635729,0.71861811,0.818823949,0.808282795,0.623460259
22,23,23,0.859737284,0.953273178,0.928259762,-1,0.909150874,0.94301065,0.949131048,0.80505054,0.734322354,0.825088704,0.815237907,0.640717504
23,24,24,0.882338508,0.96155713,0.942920464,-1,0.938153311,0.957416221,0.962886473,0.857126334,0.799510723,0.860573043,0.851314654,0.712055643
24,25,25,0.885475366,0.961972672,0.944360737,-1,0.941404542,0.957723313,0.963168542,0.872917281,0.822342184,0.869318842,0.856730838,0.732695031
